version,sha256,path,os_name,os_arch
3.11.1,1a0ac429d09214e781f059cec2e01186115f6cdf079a73b7a36246645975800c,pythons/3.11.1/ubuntu-22-04-arm64-1a0ac429d09214e781f059cec2e01186115f6cdf079a73b7a36246645975800c.tar,ubuntu 22.04,arm64
3.11.1,78ddd2ecd531e64635b374ecb63d0b5151743d7520e40905f855cda42a1e40e4,pythons/3.11.1/ubuntu-22-04-x86_64-78ddd2ecd531e64635b374ecb63d0b5151743d7520e40905f855cda42a1e40e4.tar,ubuntu 22.04,x86_64
3.11.1,adfe0c03ea7578cd9d0cae3b1db266d223d2966c54426df9ac49938b0a14f11f,pythons/3.11.1/ubuntu-24-04-arm64-adfe0c03ea7578cd9d0cae3b1db266d223d2966c54426df9ac49938b0a14f11f.tar,ubuntu 24.04,arm64
3.11.1,d105b356be3febb4b3f50691f78106e131d9704530d3497b94290ef7f127820e,pythons/3.11.1/ubuntu-24-04-x86_64-d105b356be3febb4b3f50691f78106e131d9704530d3497b94290ef7f127820e.tar,ubuntu 24.04,x86_64
3.11.2,67d3041fb519296b2498c79b13cf5f6b3087928946a1d09bc8712be22a25480e,pythons/3.11.2/ubuntu-22-04-arm64-67d3041fb519296b2498c79b13cf5f6b3087928946a1d09bc8712be22a25480e.tar,ubuntu 22.04,arm64
3.11.2,b937b33006c8cf03f88e8002b6cc876f375117fc84f5848c75043fdf508779bf,pythons/3.11.2/ubuntu-22-04-x86_64-b937b33006c8cf03f88e8002b6cc876f375117fc84f5848c75043fdf508779bf.tar,ubuntu 22.04,x86_64
3.11.2,b4eead7e2fbd4d62cdea3272797bec94346960b5a8455a8e153ac117d2dbfa5e,pythons/3.11.2/ubuntu-24-04-arm64-b4eead7e2fbd4d62cdea3272797bec94346960b5a8455a8e153ac117d2dbfa5e.tar,ubuntu 24.04,arm64
3.11.2,557b06a36f82c2df8352068bcffd60efe206628957f01ba9ede7a297bf14cf1a,pythons/3.11.2/ubuntu-24-04-x86_64-557b06a36f82c2df8352068bcffd60efe206628957f01ba9ede7a297bf14cf1a.tar,ubuntu 24.04,x86_64
3.11.3,ce449e90fa80db6d1cd92e1954ed0c8268b82a5af80a1ac27abf3dcf63b9f278,pythons/3.11.3/ubuntu-22-04-arm64-ce449e90fa80db6d1cd92e1954ed0c8268b82a5af80a1ac27abf3dcf63b9f278.tar,ubuntu 22.04,arm64
3.11.3,6faeaae94d018544d5ed54c8816adfcc8f752c6d4c140f1a21bd1ca7326a0151,pythons/3.11.3/ubuntu-22-04-x86_64-6faeaae94d018544d5ed54c8816adfcc8f752c6d4c140f1a21bd1ca7326a0151.tar,ubuntu 22.04,x86_64
3.11.3,2f9cae0ff43ccdd89b0b80435e125f4cfff55ccc1ebde1698dee125e6bf24592,pythons/3.11.3/ubuntu-24-04-arm64-2f9cae0ff43ccdd89b0b80435e125f4cfff55ccc1ebde1698dee125e6bf24592.tar,ubuntu 24.04,arm64
3.11.3,a00da67df6a5d8709a9a063024a21239c3607ea88bd8667a0623be2c1d4dd2e0,pythons/3.11.3/ubuntu-24-04-x86_64-a00da67df6a5d8709a9a063024a21239c3607ea88bd8667a0623be2c1d4dd2e0.tar,ubuntu 24.04,x86_64
